Store ID,Store name,Country name,Country short name,Year,actual_turnover,predicted_turnover,residual,pct_diff,abs_pct_diff,performance_flag
294,Store 1179,Deutschland,DE,2023,613346.9080499928,613927.9483283887,-581.0402783959871,-0.0009464307334078069,0.0009464307334078069,In line
3006,Store 1180,Österreich,AT,2023,388815.79499999824,388464.0262876393,351.7687123589567,0.000905537420596286,0.000905537420596286,In line
3008,Store 1181,Österreich,AT,2023,775628.3830499892,774539.491300653,1088.8917493362678,0.0014058569789743526,0.0014058569789743526,In line
3017,Store 1182,Österreich,AT,2023,301197.2728499991,302759.4215369855,-1562.1486869864166,-0.005159702971607053,0.005159702971607053,In line
303,Store 1183,Deutschland,DE,2023,543038.3815499945,540643.6022412919,2394.779308702564,0.0044294971748019725,0.0044294971748019725,In line
3030,Store 1184,Österreich,AT,2023,615998.7184499927,615850.0364395706,148.6820104221115,0.00024142567447375753,0.00024142567447375753,In line
3036,Store 1185,Österreich,AT,2023,482094.37034999626,483235.4927754509,-1141.1224254546687,-0.002361420968688911,0.002361420968688911,In line
3037,Store 1186,Österreich,AT,2023,955094.7694499819,951178.3335097757,3916.4359402061673,0.0041174570553503004,0.0041174570553503004,In line
3048,Store 1187,Österreich,AT,2023,312952.7866499991,318710.7902968448,-5758.0036468456965,-0.01806654754764574,0.01806654754764574,In line
3050,Store 1188,Österreich,AT,2023,717547.47074999,716616.3923491004,931.078400889528,0.0012992703081175852,0.0012992703081175852,In line
3054,Store 1189,Österreich,AT,2023,862693.4119499865,863024.8541789536,-331.44222896709107,-0.00038404714228353434,0.00038404714228353434,In line
3066,Store 1192,Österreich,AT,2023,872800.9240499864,870211.1968170173,2589.727232969133,0.0029759755361015946,0.0029759755361015946,In line
3068,Store 1193,Österreich,AT,2023,580939.3466999945,580642.9548475479,296.39185244659893,0.0005104545744887559,0.0005104545744887559,In line
3074,Store 1194,Österreich,AT,2023,519972.20189999556,520706.92975732975,-734.72785733419,-0.0014110199333751956,0.0014110199333751956,In line
3075,Store 1195,Österreich,AT,2023,366912.9899999982,365655.88003144984,1257.1099685483496,0.003437959122769272,0.003437959122769272,In line
3077,Store 1196,Österreich,AT,2023,494013.28949999553,491873.02726329997,2140.262236695562,0.004351249444604894,0.004351249444604894,In line
3197,Store 1197,Österreich,AT,2023,535092.8039999945,536458.8052534069,-1366.001253412338,-0.0025463301935496805,0.0025463301935496805,In line
320,Store 1198,Deutschland,DE,2023,536146.0267499946,531463.9153843942,4682.111365600373,0.00880983869283754,0.00880983869283754,In line
3200,Store 1199,Österreich,AT,2023,627650.7020999918,630130.3943087613,-2479.6922087694984,-0.003935204889600134,0.003935204889600134,In line
3203,Store 1200,Österreich,AT,2023,600902.3798999927,601879.5472731373,-977.1673731445335,-0.0016235264640103943,0.0016235264640103943,In line
3205,Store 1201,Österreich,AT,2023,727763.6402999901,727692.1825129129,71.45778707717545,9.819782154373691e-05,9.819782154373691e-05,In line
3206,Store 1202,Österreich,AT,2023,978356.0173499819,976557.2943373647,1798.7230126172071,0.0018419021833611068,0.0018419021833611068,In line
3209,Store 1204,Österreich,AT,2023,517275.0112499946,516990.9294063028,284.0818436918198,0.0005494909630581934,0.0005494909630581934,In line
3210,Store 1205,Österreich,AT,2023,547945.3291499944,547027.8642247875,917.4649252069648,0.0016771813379326424,0.0016771813379326424,In line
3214,Store 1208,Österreich,AT,2023,597732.2140499927,601070.5919262785,-3338.377876285813,-0.005554052920119016,0.005554052920119016,In line
3219,Store 1209,Österreich,AT,2023,583574.9975999928,583840.7600496677,-265.7624496748904,-0.00045519680683527784,0.00045519680683527784,In line
3220,Store 1210,Österreich,AT,2023,644594.9948999919,645384.0135784452,-789.0186784532852,-0.001222556899230324,0.001222556899230324,In line
3221,Store 1211,Österreich,AT,2023,449567.4352499963,450876.3002841974,-1308.865034201066,-0.0029029359790613504,0.0029029359790613504,In line
3222,Store 1212,Österreich,AT,2023,873439.1513999855,870835.0611807458,2604.0902192397043,0.0029903369022704213,0.0029903369022704213,In line
3226,Store 1214,Österreich,AT,2023,879933.8488499864,881024.0748785635,-1090.2260285770753,-0.0012374531634987923,0.0012374531634987923,In line
